date,product,quantity,unitPrice
2026-07-02,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-07-02,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-07-02,"Colgate MaxFresh Blue Gel Toothpaste 150g",7,120.00
2026-07-02,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-07-02,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-07-02,"Premium Saffron Special Tea 250g",2,600.00
2026-07-02,"Exotic Dark Truffle Chocolate 150g",2,420.00
2026-07-03,"Maggi 2-Minute Noodles 70g",24,14.00
2026-07-03,"Nestle Classic Coffee 50g",8,175.00
2026-07-03,"Coca-Cola Original 750ml",19,45.00
2026-07-03,"Pepsi Can 300ml",14,40.00
2026-07-03,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-07-03,"Parle-G Gold Biscuits 1kg",12,130.00
2026-07-03,"Britannia Good Day Butter 200g",17,50.00
2026-07-03,"Britannia Marie Gold 250g",16,35.00
2026-07-03,"Lay's Classic Salted Chips 50g",21,20.00
2026-07-03,"Kurkure Masala Munch 80g",24,20.00
2026-07-03,"Amul Taaza Homogenised Toned Milk 1L",29,72.00
2026-07-03,"Amul Salted Butter 500g",8,275.00
2026-07-03,"Kellogg's Corn Flakes 475g",7,220.00
2026-07-03,"Aashirvaad Superior MP Sharbati Atta 5kg",12,310.00
2026-07-03,"Tata Salt Vacuum Evaporated 1kg",28,28.00
2026-07-03,"Tata Sampann Toor Dal 1kg",10,175.00
2026-07-03,"Fortune Sunlite Refined Sunflower Oil 1L",17,155.00
2026-07-03,"Surf Excel Easy Wash Detergent Powder 1kg",9,145.00
2026-07-03,"Vim Dishwash Liquid Gel 500ml",9,130.00
2026-07-03,"Colgate MaxFresh Blue Gel Toothpaste 150g",11,120.00
2026-07-03,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-07-03,"Dettol Original Bathing Soap (Pack of 4)",11,190.00
2026-07-03,"Premium Saffron Special Tea 250g",3,600.00
2026-07-03,"Exotic Dark Truffle Chocolate 150g",3,420.00
2026-07-04,"Maggi 2-Minute Noodles 70g",25,14.00
2026-07-04,"Nestle Classic Coffee 50g",7,175.00
2026-07-04,"Coca-Cola Original 750ml",18,45.00
2026-07-04,"Pepsi Can 300ml",16,40.00
2026-07-04,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-07-04,"Parle-G Gold Biscuits 1kg",10,130.00
2026-07-04,"Britannia Good Day Butter 200g",17,50.00
2026-07-04,"Britannia Marie Gold 250g",13,35.00
2026-07-04,"Lay's Classic Salted Chips 50g",22,20.00
2026-07-04,"Kurkure Masala Munch 80g",22,20.00
2026-07-04,"Amul Taaza Homogenised Toned Milk 1L",34,72.00
2026-07-04,"Amul Salted Butter 500g",10,275.00
2026-07-04,"Kellogg's Corn Flakes 475g",5,220.00
2026-07-04,"Aashirvaad Superior MP Sharbati Atta 5kg",12,310.00
2026-07-04,"Tata Salt Vacuum Evaporated 1kg",29,28.00
2026-07-04,"Tata Sampann Toor Dal 1kg",9,175.00
2026-07-04,"Fortune Sunlite Refined Sunflower Oil 1L",17,155.00
2026-07-04,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-07-04,"Vim Dishwash Liquid Gel 500ml",9,130.00
2026-07-04,"Colgate MaxFresh Blue Gel Toothpaste 150g",10,120.00
2026-07-04,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-07-04,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-07-04,"Premium Saffron Special Tea 250g",3,600.00
2026-07-04,"Exotic Dark Truffle Chocolate 150g",2,420.00
2026-07-05,"Maggi 2-Minute Noodles 70g",18,14.00
2026-07-05,"Nestle Classic Coffee 50g",6,175.00
2026-07-05,"Coca-Cola Original 750ml",14,45.00
2026-07-05,"Pepsi Can 300ml",8,40.00
2026-07-05,"Real Fruit Juice Mixed Fruit 1L",5,120.00
2026-07-05,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-05,"Britannia Good Day Butter 200g",10,50.00
2026-07-05,"Britannia Marie Gold 250g",8,35.00
2026-07-05,"Lay's Classic Salted Chips 50g",14,20.00
2026-07-05,"Kurkure Masala Munch 80g",12,20.00
2026-07-05,"Amul Taaza Homogenised Toned Milk 1L",20,72.00
2026-07-05,"Amul Salted Butter 500g",6,275.00
2026-07-05,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-05,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-07-05,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-07-05,"Tata Sampann Toor Dal 1kg",8,175.00
2026-07-05,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-07-05,"Surf Excel Easy Wash Detergent Powder 1kg",5,145.00
2026-07-05,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-07-05,"Colgate MaxFresh Blue Gel Toothpaste 150g",7,120.00
2026-07-05,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-07-05,"Dettol Original Bathing Soap (Pack of 4)",9,190.00
2026-07-05,"Premium Saffron Special Tea 250g",2,600.00
2026-07-05,"Exotic Dark Truffle Chocolate 150g",3,420.00
2026-07-06,"Maggi 2-Minute Noodles 70g",15,14.00
2026-07-06,"Nestle Classic Coffee 50g",5,175.00
2026-07-06,"Coca-Cola Original 750ml",12,45.00
2026-07-06,"Pepsi Can 300ml",9,40.00
2026-07-06,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-06,"Parle-G Gold Biscuits 1kg",7,130.00
2026-07-06,"Britannia Good Day Butter 200g",10,50.00
2026-07-06,"Britannia Marie Gold 250g",8,35.00
2026-07-06,"Lay's Classic Salted Chips 50g",14,20.00
2026-07-06,"Kurkure Masala Munch 80g",16,20.00
2026-07-06,"Amul Taaza Homogenised Toned Milk 1L",19,72.00
2026-07-06,"Amul Salted Butter 500g",9,275.00
2026-07-06,"Kellogg's Corn Flakes 475g",3,220.00
2026-07-06,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-07-06,"Tata Salt Vacuum Evaporated 1kg",17,28.00
2026-07-06,"Tata Sampann Toor Dal 1kg",7,175.00
2026-07-06,"Fortune Sunlite Refined Sunflower Oil 1L",9,155.00
2026-07-06,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-07-06,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-07-06,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-07-06,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-07-06,"Dettol Original Bathing Soap (Pack of 4)",6,190.00
2026-07-06,"Premium Saffron Special Tea 250g",1,600.00
2026-07-06,"Exotic Dark Truffle Chocolate 150g",2,420.00
2026-07-07,"Maggi 2-Minute Noodles 70g",17,14.00
2026-07-07,"Nestle Classic Coffee 50g",6,175.00
2026-07-07,"Coca-Cola Original 750ml",14,45.00
2026-07-07,"Pepsi Can 300ml",11,40.00
2026-07-07,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-07-07,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-07,"Britannia Good Day Butter 200g",12,50.00
2026-07-07,"Britannia Marie Gold 250g",11,35.00
2026-07-07,"Lay's Classic Salted Chips 50g",15,20.00
2026-07-07,"Kurkure Masala Munch 80g",14,20.00
2026-07-07,"Amul Taaza Homogenised Toned Milk 1L",21,72.00
2026-07-07,"Amul Salted Butter 500g",8,275.00
2026-07-07,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-07,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-07-07,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-07-07,"Tata Sampann Toor Dal 1kg",8,175.00
2026-07-07,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-07-07,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-07-07,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-07-07,"Colgate MaxFresh Blue Gel Toothpaste 150g",6,120.00
2026-07-07,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-07-07,"Dettol Original Bathing Soap (Pack of 4)",6,190.00
2026-07-07,"Premium Saffron Special Tea 250g",2,600.00
2026-07-07,"Exotic Dark Truffle Chocolate 150g",2,420.00
2026-07-08,"Maggi 2-Minute Noodles 70g",22,14.00
2026-07-08,"Nestle Classic Coffee 50g",5,175.00
2026-07-08,"Coca-Cola Original 750ml",12,45.00
2026-07-08,"Pepsi Can 300ml",10,40.00
2026-07-08,"Real Fruit Juice Mixed Fruit 1L",5,120.00
2026-07-08,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-08,"Britannia Good Day Butter 200g",14,50.00
2026-07-08,"Britannia Marie Gold 250g",12,35.00
2026-07-08,"Lay's Classic Salted Chips 50g",14,20.00
2026-07-08,"Kurkure Masala Munch 80g",17,20.00
2026-07-08,"Amul Taaza Homogenised Toned Milk 1L",22,72.00
2026-07-08,"Amul Salted Butter 500g",7,275.00
2026-07-08,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-08,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-07-08,"Tata Salt Vacuum Evaporated 1kg",18,28.00
2026-07-08,"Tata Sampann Toor Dal 1kg",6,175.00
2026-07-08,"Fortune Sunlite Refined Sunflower Oil 1L",12,155.00
2026-07-08,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-07-08,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-07-08,"Colgate MaxFresh Blue Gel Toothpaste 150g",7,120.00
2026-07-08,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-07-08,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-07-08,"Premium Saffron Special Tea 250g",2,600.00
2026-07-08,"Exotic Dark Truffle Chocolate 150g",2,420.00
2026-07-09,"Maggi 2-Minute Noodles 70g",18,14.00
2026-07-09,"Nestle Classic Coffee 50g",5,175.00
2026-07-09,"Coca-Cola Original 750ml",14,45.00
2026-07-09,"Pepsi Can 300ml",10,40.00
2026-07-09,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-09,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-09,"Britannia Good Day Butter 200g",13,50.00
2026-07-09,"Britannia Marie Gold 250g",12,35.00
2026-07-09,"Lay's Classic Salted Chips 50g",16,20.00
2026-07-09,"Kurkure Masala Munch 80g",16,20.00
2026-07-09,"Amul Taaza Homogenised Toned Milk 1L",22,72.00
2026-07-09,"Amul Salted Butter 500g",6,275.00
2026-07-09,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-09,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-07-09,"Tata Salt Vacuum Evaporated 1kg",17,28.00
2026-07-09,"Tata Sampann Toor Dal 1kg",7,175.00
2026-07-09,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-07-09,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-07-09,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-07-09,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-07-09,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-07-09,"Dettol Original Bathing Soap (Pack of 4)",7,190.00
2026-07-09,"Premium Saffron Special Tea 250g",2,600.00
2026-07-09,"Exotic Dark Truffle Chocolate 150g",2,420.00
2026-07-10,"Maggi 2-Minute Noodles 70g",24,14.00
2026-07-10,"Nestle Classic Coffee 50g",6,175.00
2026-07-10,"Coca-Cola Original 750ml",20,45.00
2026-07-10,"Pepsi Can 300ml",14,40.00
2026-07-10,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-07-10,"Parle-G Gold Biscuits 1kg",11,130.00
2026-07-10,"Britannia Good Day Butter 200g",15,50.00
2026-07-10,"Britannia Marie Gold 250g",14,35.00
2026-07-10,"Lay's Classic Salted Chips 50g",23,20.00
2026-07-10,"Kurkure Masala Munch 80g",21,20.00
2026-07-10,"Amul Taaza Homogenised Toned Milk 1L",30,72.00
2026-07-10,"Amul Salted Butter 500g",10,275.00
2026-07-10,"Kellogg's Corn Flakes 475g",5,220.00
2026-07-10,"Aashirvaad Superior MP Sharbati Atta 5kg",11,310.00
2026-07-10,"Tata Salt Vacuum Evaporated 1kg",25,28.00
2026-07-10,"Tata Sampann Toor Dal 1kg",10,175.00
2026-07-10,"Fortune Sunlite Refined Sunflower Oil 1L",15,155.00
2026-07-10,"Surf Excel Easy Wash Detergent Powder 1kg",9,145.00
2026-07-10,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-07-10,"Colgate MaxFresh Blue Gel Toothpaste 150g",12,120.00
2026-07-10,"Head & Shoulders Anti-Dandruff Shampoo 340ml",7,320.00
2026-07-10,"Dettol Original Bathing Soap (Pack of 4)",11,190.00
2026-07-10,"Premium Saffron Special Tea 250g",3,600.00
2026-07-10,"Exotic Dark Truffle Chocolate 150g",2,420.00
2026-07-11,"Maggi 2-Minute Noodles 70g",22,14.00
2026-07-11,"Nestle Classic Coffee 50g",7,175.00
2026-07-11,"Coca-Cola Original 750ml",21,45.00
2026-07-11,"Pepsi Can 300ml",13,40.00
2026-07-11,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-07-11,"Parle-G Gold Biscuits 1kg",10,130.00
2026-07-11,"Britannia Good Day Butter 200g",16,50.00
2026-07-11,"Britannia Marie Gold 250g",16,35.00
2026-07-11,"Lay's Classic Salted Chips 50g",21,20.00
2026-07-11,"Kurkure Masala Munch 80g",21,20.00
2026-07-11,"Amul Taaza Homogenised Toned Milk 1L",32,72.00
2026-07-11,"Amul Salted Butter 500g",9,275.00
2026-07-11,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-11,"Aashirvaad Superior MP Sharbati Atta 5kg",12,310.00
2026-07-11,"Tata Salt Vacuum Evaporated 1kg",24,28.00
2026-07-11,"Tata Sampann Toor Dal 1kg",13,175.00
2026-07-11,"Fortune Sunlite Refined Sunflower Oil 1L",14,155.00
2026-07-11,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-07-11,"Vim Dishwash Liquid Gel 500ml",8,130.00
2026-07-11,"Colgate MaxFresh Blue Gel Toothpaste 150g",10,120.00
2026-07-11,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-07-11,"Dettol Original Bathing Soap (Pack of 4)",10,190.00
2026-07-11,"Exotic Dark Truffle Chocolate 150g",3,420.00
2026-07-12,"Maggi 2-Minute Noodles 70g",15,14.00
2026-07-12,"Nestle Classic Coffee 50g",5,175.00
2026-07-12,"Coca-Cola Original 750ml",14,45.00
2026-07-12,"Pepsi Can 300ml",9,40.00
2026-07-12,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-12,"Parle-G Gold Biscuits 1kg",9,130.00
2026-07-12,"Britannia Good Day Butter 200g",10,50.00
2026-07-12,"Britannia Marie Gold 250g",8,35.00
2026-07-12,"Lay's Classic Salted Chips 50g",19,20.00
2026-07-12,"Kurkure Masala Munch 80g",15,20.00
2026-07-12,"Amul Taaza Homogenised Toned Milk 1L",24,72.00
2026-07-12,"Amul Salted Butter 500g",7,275.00
2026-07-12,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-12,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-07-12,"Tata Salt Vacuum Evaporated 1kg",21,28.00
2026-07-12,"Tata Sampann Toor Dal 1kg",9,175.00
2026-07-12,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-07-12,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-07-12,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-07-12,"Colgate MaxFresh Blue Gel Toothpaste 150g",7,120.00
2026-07-12,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-07-12,"Dettol Original Bathing Soap (Pack of 4)",6,190.00
2026-07-12,"Exotic Dark Truffle Chocolate 150g",3,420.00
2026-07-13,"Maggi 2-Minute Noodles 70g",23,14.00
2026-07-13,"Nestle Classic Coffee 50g",4,175.00
2026-07-13,"Coca-Cola Original 750ml",15,45.00
2026-07-13,"Pepsi Can 300ml",14,40.00
2026-07-13,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-13,"Parle-G Gold Biscuits 1kg",10,130.00
2026-07-13,"Britannia Good Day Butter 200g",10,50.00
2026-07-13,"Britannia Marie Gold 250g",12,35.00
2026-07-13,"Lay's Classic Salted Chips 50g",17,20.00
2026-07-13,"Kurkure Masala Munch 80g",13,20.00
2026-07-13,"Amul Taaza Homogenised Toned Milk 1L",25,72.00
2026-07-13,"Amul Salted Butter 500g",6,275.00
2026-07-13,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-13,"Aashirvaad Superior MP Sharbati Atta 5kg",10,310.00
2026-07-13,"Tata Salt Vacuum Evaporated 1kg",18,28.00
2026-07-13,"Tata Sampann Toor Dal 1kg",6,175.00
2026-07-13,"Fortune Sunlite Refined Sunflower Oil 1L",11,155.00
2026-07-13,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-07-13,"Vim Dishwash Liquid Gel 500ml",6,130.00
2026-07-13,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-07-13,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-07-13,"Dettol Original Bathing Soap (Pack of 4)",6,190.00
2026-07-13,"Exotic Dark Truffle Chocolate 150g",2,420.00
2026-07-14,"Maggi 2-Minute Noodles 70g",17,14.00
2026-07-14,"Nestle Classic Coffee 50g",4,175.00
2026-07-14,"Coca-Cola Original 750ml",16,45.00
2026-07-14,"Pepsi Can 300ml",11,40.00
2026-07-14,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-14,"Parle-G Gold Biscuits 1kg",7,130.00
2026-07-14,"Britannia Good Day Butter 200g",15,50.00
2026-07-14,"Britannia Marie Gold 250g",11,35.00
2026-07-14,"Lay's Classic Salted Chips 50g",16,20.00
2026-07-14,"Kurkure Masala Munch 80g",15,20.00
2026-07-14,"Amul Taaza Homogenised Toned Milk 1L",22,72.00
2026-07-14,"Amul Salted Butter 500g",5,275.00
2026-07-14,"Kellogg's Corn Flakes 475g",3,220.00
2026-07-14,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-07-14,"Tata Salt Vacuum Evaporated 1kg",19,28.00
2026-07-14,"Tata Sampann Toor Dal 1kg",7,175.00
2026-07-14,"Fortune Sunlite Refined Sunflower Oil 1L",12,155.00
2026-07-14,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-07-14,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-07-14,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-07-14,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
2026-07-14,"Dettol Original Bathing Soap (Pack of 4)",6,190.00
2026-07-14,"Exotic Dark Truffle Chocolate 150g",2,420.00
2026-07-15,"Maggi 2-Minute Noodles 70g",17,14.00
2026-07-15,"Nestle Classic Coffee 50g",5,175.00
2026-07-15,"Coca-Cola Original 750ml",16,45.00
2026-07-15,"Pepsi Can 300ml",8,40.00
2026-07-15,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-15,"Parle-G Gold Biscuits 1kg",6,130.00
2026-07-15,"Britannia Good Day Butter 200g",12,50.00
2026-07-15,"Britannia Marie Gold 250g",12,35.00
2026-07-15,"Lay's Classic Salted Chips 50g",15,20.00
2026-07-15,"Kurkure Masala Munch 80g",16,20.00
2026-07-15,"Amul Taaza Homogenised Toned Milk 1L",21,72.00
2026-07-15,"Amul Salted Butter 500g",6,275.00
2026-07-15,"Kellogg's Corn Flakes 475g",5,220.00
2026-07-15,"Aashirvaad Superior MP Sharbati Atta 5kg",9,310.00
2026-07-15,"Tata Salt Vacuum Evaporated 1kg",17,28.00
2026-07-15,"Tata Sampann Toor Dal 1kg",8,175.00
2026-07-15,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-07-15,"Surf Excel Easy Wash Detergent Powder 1kg",7,145.00
2026-07-15,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-07-15,"Colgate MaxFresh Blue Gel Toothpaste 150g",7,120.00
2026-07-15,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-07-15,"Dettol Original Bathing Soap (Pack of 4)",5,190.00
2026-07-15,"Exotic Dark Truffle Chocolate 150g",2,420.00
2026-07-16,"Maggi 2-Minute Noodles 70g",14,14.00
2026-07-16,"Nestle Classic Coffee 50g",4,175.00
2026-07-16,"Coca-Cola Original 750ml",13,45.00
2026-07-16,"Pepsi Can 300ml",10,40.00
2026-07-16,"Real Fruit Juice Mixed Fruit 1L",7,120.00
2026-07-16,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-16,"Britannia Good Day Butter 200g",14,50.00
2026-07-16,"Britannia Marie Gold 250g",10,35.00
2026-07-16,"Lay's Classic Salted Chips 50g",17,20.00
2026-07-16,"Kurkure Masala Munch 80g",14,20.00
2026-07-16,"Amul Taaza Homogenised Toned Milk 1L",24,72.00
2026-07-16,"Amul Salted Butter 500g",8,275.00
2026-07-16,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-16,"Aashirvaad Superior MP Sharbati Atta 5kg",7,310.00
2026-07-16,"Tata Salt Vacuum Evaporated 1kg",20,28.00
2026-07-16,"Tata Sampann Toor Dal 1kg",9,175.00
2026-07-16,"Fortune Sunlite Refined Sunflower Oil 1L",10,155.00
2026-07-16,"Surf Excel Easy Wash Detergent Powder 1kg",6,145.00
2026-07-16,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-07-16,"Colgate MaxFresh Blue Gel Toothpaste 150g",9,120.00
2026-07-16,"Head & Shoulders Anti-Dandruff Shampoo 340ml",3,320.00
2026-07-16,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-07-17,"Maggi 2-Minute Noodles 70g",27,14.00
2026-07-17,"Nestle Classic Coffee 50g",7,175.00
2026-07-17,"Coca-Cola Original 750ml",20,45.00
2026-07-17,"Pepsi Can 300ml",15,40.00
2026-07-17,"Real Fruit Juice Mixed Fruit 1L",8,120.00
2026-07-17,"Parle-G Gold Biscuits 1kg",11,130.00
2026-07-17,"Britannia Good Day Butter 200g",19,50.00
2026-07-17,"Britannia Marie Gold 250g",16,35.00
2026-07-17,"Lay's Classic Salted Chips 50g",20,20.00
2026-07-17,"Kurkure Masala Munch 80g",18,20.00
2026-07-17,"Amul Taaza Homogenised Toned Milk 1L",25,72.00
2026-07-17,"Amul Salted Butter 500g",10,275.00
2026-07-17,"Kellogg's Corn Flakes 475g",5,220.00
2026-07-17,"Aashirvaad Superior MP Sharbati Atta 5kg",11,310.00
2026-07-17,"Tata Salt Vacuum Evaporated 1kg",29,28.00
2026-07-17,"Tata Sampann Toor Dal 1kg",11,175.00
2026-07-17,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-07-17,"Surf Excel Easy Wash Detergent Powder 1kg",9,145.00
2026-07-17,"Vim Dishwash Liquid Gel 500ml",9,130.00
2026-07-17,"Colgate MaxFresh Blue Gel Toothpaste 150g",11,120.00
2026-07-17,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-07-17,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-07-18,"Maggi 2-Minute Noodles 70g",27,14.00
2026-07-18,"Nestle Classic Coffee 50g",8,175.00
2026-07-18,"Coca-Cola Original 750ml",20,45.00
2026-07-18,"Pepsi Can 300ml",12,40.00
2026-07-18,"Real Fruit Juice Mixed Fruit 1L",9,120.00
2026-07-18,"Parle-G Gold Biscuits 1kg",10,130.00
2026-07-18,"Britannia Good Day Butter 200g",17,50.00
2026-07-18,"Britannia Marie Gold 250g",17,35.00
2026-07-18,"Lay's Classic Salted Chips 50g",21,20.00
2026-07-18,"Kurkure Masala Munch 80g",18,20.00
2026-07-18,"Amul Taaza Homogenised Toned Milk 1L",29,72.00
2026-07-18,"Amul Salted Butter 500g",10,275.00
2026-07-18,"Kellogg's Corn Flakes 475g",5,220.00
2026-07-18,"Aashirvaad Superior MP Sharbati Atta 5kg",11,310.00
2026-07-18,"Tata Salt Vacuum Evaporated 1kg",24,28.00
2026-07-18,"Tata Sampann Toor Dal 1kg",11,175.00
2026-07-18,"Fortune Sunlite Refined Sunflower Oil 1L",14,155.00
2026-07-18,"Surf Excel Easy Wash Detergent Powder 1kg",10,145.00
2026-07-18,"Vim Dishwash Liquid Gel 500ml",8,130.00
2026-07-18,"Colgate MaxFresh Blue Gel Toothpaste 150g",11,120.00
2026-07-18,"Head & Shoulders Anti-Dandruff Shampoo 340ml",6,320.00
2026-07-18,"Dettol Original Bathing Soap (Pack of 4)",9,190.00
2026-07-19,"Maggi 2-Minute Noodles 70g",19,14.00
2026-07-19,"Nestle Classic Coffee 50g",4,175.00
2026-07-19,"Coca-Cola Original 750ml",14,45.00
2026-07-19,"Pepsi Can 300ml",10,40.00
2026-07-19,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-19,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-19,"Britannia Good Day Butter 200g",14,50.00
2026-07-19,"Britannia Marie Gold 250g",11,35.00
2026-07-19,"Lay's Classic Salted Chips 50g",19,20.00
2026-07-19,"Kurkure Masala Munch 80g",16,20.00
2026-07-19,"Amul Taaza Homogenised Toned Milk 1L",23,72.00
2026-07-19,"Amul Salted Butter 500g",5,275.00
2026-07-19,"Kellogg's Corn Flakes 475g",3,220.00
2026-07-19,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-07-19,"Tata Salt Vacuum Evaporated 1kg",18,28.00
2026-07-19,"Tata Sampann Toor Dal 1kg",8,175.00
2026-07-19,"Fortune Sunlite Refined Sunflower Oil 1L",10,155.00
2026-07-19,"Surf Excel Easy Wash Detergent Powder 1kg",5,145.00
2026-07-19,"Vim Dishwash Liquid Gel 500ml",5,130.00
2026-07-19,"Colgate MaxFresh Blue Gel Toothpaste 150g",6,120.00
2026-07-19,"Head & Shoulders Anti-Dandruff Shampoo 340ml",5,320.00
2026-07-19,"Dettol Original Bathing Soap (Pack of 4)",8,190.00
2026-07-20,"Maggi 2-Minute Noodles 70g",20,14.00
2026-07-20,"Nestle Classic Coffee 50g",5,175.00
2026-07-20,"Coca-Cola Original 750ml",14,45.00
2026-07-20,"Pepsi Can 300ml",9,40.00
2026-07-20,"Real Fruit Juice Mixed Fruit 1L",6,120.00
2026-07-20,"Parle-G Gold Biscuits 1kg",8,130.00
2026-07-20,"Britannia Good Day Butter 200g",10,50.00
2026-07-20,"Britannia Marie Gold 250g",10,35.00
2026-07-20,"Lay's Classic Salted Chips 50g",18,20.00
2026-07-20,"Kurkure Masala Munch 80g",12,20.00
2026-07-20,"Amul Taaza Homogenised Toned Milk 1L",21,72.00
2026-07-20,"Amul Salted Butter 500g",7,275.00
2026-07-20,"Kellogg's Corn Flakes 475g",4,220.00
2026-07-20,"Aashirvaad Superior MP Sharbati Atta 5kg",8,310.00
2026-07-20,"Tata Salt Vacuum Evaporated 1kg",18,28.00
2026-07-20,"Tata Sampann Toor Dal 1kg",9,175.00
2026-07-20,"Fortune Sunlite Refined Sunflower Oil 1L",13,155.00
2026-07-20,"Surf Excel Easy Wash Detergent Powder 1kg",8,145.00
2026-07-20,"Vim Dishwash Liquid Gel 500ml",7,130.00
2026-07-20,"Colgate MaxFresh Blue Gel Toothpaste 150g",8,120.00
2026-07-20,"Head & Shoulders Anti-Dandruff Shampoo 340ml",4,320.00
